# STEREO Data for run titled "RUN3"
#
# Total Number of Trials: 547
# Solved Trials: 100, 34.01360544217687% (of attempted solves), 18.281535648994517% (total)
# Solver Fails: 194, 65.98639455782313% (of attempted solves), 35.46617915904936% (total)
# Timeout Fails: 0, 0.0% (of attempted solves), 0.0% (total)
# Low Star Counts (<4): 253, 46.252285191956126%
# Total Data Collection Time: 0.4892876878316666 hrs
# skip_header = 23
#
# Column Notes
# num: Data Index
# solved: 1 = Success, 0 = Fail, -1 = Undetermined (low star count or timed out)
# alt_error: Error in Altitude (from 45 deg)
# A4_index: Index used for ANITA4 data
# star_ct: Number of Stars in the field
# real_ra: Real RA of the center of the field in degrees
# real_dec: Real DEC of the center of the field in degrees
# ra: Result RA of the center of the field in degrees
# dec: Result DEC of the center of the field in degrees
# solve_time: Total time taken to solve (or fail) in seconds
#
# num     solved     alt_error     A4_index     star_ct     real_ra     real_dec     ra     dec     solve_time
141     0     -999     1510     4     120.60574449988015     7.326970793461129     -999     -999     6.523445127008017
142     0     -999     32690     4     112.26597962142304     -2.7227776651673907     -999     -999     5.46953708701767
143     -1     -999     31465     3     260.4298200035019     -3.433753539235997     -999     -999     -999
144     -1     -999     13401     2     295.590366398507     2.5922459264201376     -999     -999     -999
145     -1     -999     24717     3     239.13006576392772     -4.17862116695515     -999     -999     -999
146     0     -999     29573     5     161.6063283806783     -3.7070121347622615     -999     -999     7.663904018991161
147     -1     -999     3696     3     23.367954688197663     -1.9710213411246114     -999     -999     -999
148     0     -999     21914     4     230.2692475156571     1.3565049845327117     -999     -999     4.222954509983538
149     -1     -999     34939     3     351.60408018148985     -3.209681083639035     -999     -999     -999
150     0     -999     25518     4     133.56036300273772     -3.2894519413882     -999     -999     4.37954995999462
151     1     0.0006627906362612097     27145     9     96.0115531588683     -4.072104161220881     96.01176979808713     -4.072772424029933     4.041803472995525
152     -1     -999     36038     2     184.82694848891745     -1.2927309640278484     -999     -999     -999
153     1     0.0007010494180193426     20954     6     193.81049948203932     -2.4218624407565272     193.80979277425382     -2.4226808532648008     4.005792150011985
154     -1     -999     27220     0     151.48248948685435     -3.984101516126233     -999     -999     -999
155     -1     -999     34380     2     248.58951659867853     -1.854901722631144     -999     -999     -999
156     -1     -999     14452     3     266.92430688711966     6.983296341665014     -999     -999     -999
157     1     0.0012868052425633832     12324     7     300.6291712519964     -8.912980407722944     300.6282514409892     -8.914263406684718     4.073054748994764
158     1     0.0005047134820463476     1713     7     321.23518038684796     -3.544034277189874     321.2354769759305     -3.544593080152294     4.025072087999433
159     -1     -999     16533     2     43.54479512796715     6.787287648951714     -999     -999     -999
160     -1     -999     10293     2     48.151606898651885     6.024206982148742     -999     -999     -999
161     0     -999     33849     4     245.47822679782368     3.82037953798848     -999     -999     4.05123448400991
162     0     -999     32381     6     287.12684878795454     2.971947643932961     -999     -999     9.228307331999531
163     -1     -999     34720     2     43.02188260908517     2.3090427102798783     -999     -999     -999
164     -1     -999     4746     2     163.9283226676423     11.166767311830426     -999     -999     -999
165     -1     -999     7956     3     305.5298177352336     -7.851760452953016     -999     -999     -999
166     -1     -999     33586     3     339.9490036622214     -4.026652429797511     -999     -999     -999
167     -1     -999     34313     0     151.0912720003998     -3.729793416581394     -999     -999     -999
168     -1     -999     13966     2     18.98329778117978     -4.947842299400259     -999     -999     -999
169     0     -999     33188     5     285.0506268708676     -3.57376410609908     -999     -999     6.728386536007747
170     -1     -999     13482     2     112.54197734218582     0.6131248292034444     -999     -999     -999
171     1     0.0004326262719955155     33423     8     119.8423489452436     3.3144655394053357     119.84209559233621     3.314888432804378     3.906489430984948
172     1     0.0004694332034398735     31338     8     90.76729952939175     1.4607113302297312     90.76728785929164     1.4602415151885693     4.019827306008665
173     0     -999     32756     6     28.104969513897093     2.7643277307917873     -999     -999     6.115551411989145
174     0     -999     5351     4     20.049701490222684     -0.2716432151061242     -999     -999     5.380616519978503
175     0     -999     30399     5     267.88230145211116     -0.4968613874031435     -999     -999     6.329399652982829
176     1     0.0002456125144283976     2990     8     105.23969045017748     8.282920123838645     105.23965231579317     8.28267145565538     3.936509937979281
177     1     0.0006893683705727387     26335     7     86.84131621254171     3.5861495849586933     86.84163719754844     3.585469003372424     3.86018204499851
178     -1     -999     22382     2     34.57503752460558     -4.998971566873525     -999     -999     -999
179     1     0.0011699368199686042     835     10     95.93028834947307     -2.6992354066803252     95.93031648586695     -2.7004260113810377     0.2516951799916569
180     0     -999     28157     5     343.9596443343823     -4.183882352244564     -999     -999     7.5082045040035155
181     0     -999     11799     5     142.12735512840254     -7.266199661386167     -999     -999     6.0453085789922625
182     -1     -999     24577     1     132.56913120056979     0.5513418307274153     -999     -999     -999
183     -1     -999     16342     3     353.03222482606526     7.056477613546013     -999     -999     -999
184     -1     -999     29699     2     179.28991544080557     -3.93081599566005     -999     -999     -999
185     1     0.00031677867427730053     5942     12     96.4352057653136     10.155965347721375     96.4352477994148     10.155642681369832     9.420042051991913
186     0     -999     6355     4     118.01192306083527     9.712396836628187     -999     -999     4.3954925229772925
187     -1     -999     34756     3     233.88424249690192     -2.2342572927404807     -999     -999     -999
188     -1     -999     28466     3     246.5212825586964     3.7186684195595427     -999     -999     -999
189     -1     -999     30692     2     234.03938077243683     4.340997584740655     -999     -999     -999
190     -1     -999     28305     3     92.75675956770286     -1.2728833010828546     -999     -999     -999
191     -1     -999     4038     3     53.26651603757863     5.708475571058015     -999     -999     -999
192     -1     -999     8098     1     163.5899110690356     9.059194140308959     -999     -999     -999
193     -1     -999     11810     2     354.13552615575765     8.446129451301779     -999     -999     -999
194     1     0.00016710575267858872     31204     26     82.72277693335548     -0.008957958219459028     82.722874680781     -0.008797786892342648     0.252112306014169
195     -1     -999     13482     1     322.2772711160245     3.5395769201573914     -999     -999     -999
196     0     -999     7895     5     127.4647964444831     10.680843188250513     -999     -999     7.579535119002685
197     -1     -999     17750     2     264.0467836293807     8.34241159129502     -999     -999     -999
198     -1     -999     30195     1     204.00453953034383     0.996219488086411     -999     -999     -999
199     0     -999     185     6     285.0652364737124     3.04746959224483     -999     -999     5.577112266997574
200     -1     -999     3629     2     28.841365572154984     -5.087673796507738     -999     -999     -999
201     -1     -999     10224     3     70.35211171225755     -0.029271747908481437     -999     -999     -999
202     0     -999     442     4     209.23872846671676     5.835050094790937     -999     -999     5.107109495002078
203     -1     -999     14959     1     233.18158321881282     -4.86124300169731     -999     -999     -999
204     -1     -999     28141     2     195.00584523453153     3.8218632712024934     -999     -999     -999
205     0     -999     31635     4     21.76684372477262     0.8546799206264456     -999     -999     4.1902950259973295
206     1     0.0001684216185550686     18945     6     308.8800550018954     -3.2869195826851265     308.88066466359334     -3.2868319502555696     4.194054758991115
207     -1     -999     25873     1     148.89651450741565     -4.1243056983904856     -999     -999     -999
208     -1     -999     36575     2     151.02593017688335     1.888470863433508     -999     -999     -999
209     1     0.0005281902080741629     31245     6     128.06801468054007     -2.6545717183763493     128.06799067000068     -2.6550994643654224     3.968405405001249
210     1     0.001285103372242931     27332     9     95.57470249758885     -2.0178222811359388     95.57499605553176     -2.019128216494776     4.2431198169942945
211     0     -999     34220     5     259.73364417218636     0.9016965947625107     -999     -999     5.787649865000276
212     1     0.001003053452347621     7240     9     101.49438561415904     0.6533511107724093     101.49396983288459     0.6524142471924076     4.021116168994922
213     -1     -999     5136     3     34.22727381506651     -9.876433396490993     -999     -999     -999
214     0     -999     5949     5     39.05138930365911     10.282363735647122     -999     -999     6.286684663995402
215     0     -999     6067     4     197.8521522066765     -2.600416685815733     -999     -999     4.217366463999497
216     1     0.0005969104336533223     20889     7     295.5086450275686     8.708282712718516     295.51091274573525     8.707627618399632     4.003160716005368
217     0     -999     12831     4     216.69351091766745     8.684087633407493     -999     -999     3.965586529986467
218     0     -999     14247     5     174.34441374735587     7.202367620536327     -999     -999     5.970796968002105
219     0     -999     31614     5     127.01734599062404     3.0730618013255295     -999     -999     4.884071896987734
220     0     -999     1337     5     244.4651194971514     -7.945478995436437     -999     -999     5.894559687003493
221     -1     -999     31812     3     23.171548003772592     -1.6234617602852366     -999     -999     -999
222     -1     -999     6205     3     228.09964498252847     -2.5118407458445247     -999     -999     -999
223     -1     -999     19816     3     338.15450982123645     4.280595640958409     -999     -999     -999
224     1     0.0002544857650852618     7919     9     283.9489552354462     -5.238537119070111     283.9491813916569     -5.23884771135446     4.13893351299339
225     -1     -999     8535     2     163.2156073216439     -10.869061715378926     -999     -999     -999
226     -1     -999     27763     2     50.3261488701533     2.520769211739285     -999     -999     -999
