# STEREO Data for run titled "SNR1"
#
# Total Number of Trials: 3304.0
# Solved Trials: 1008.0, 46.25975217989904% (of attempted solves), 30.508474576271187% (total)
# Solver Fails: 1150.0, 52.77650298301973% (of attempted solves), 34.80629539951574% (total)
# Timeout Fails: 21.0, 0.9637448370812299% (of attempted solves), 0.635593220338983% (total)
# Low Star Counts (<4): 1125.0, 34.049636803874094%
# Total Data Collection Time: 0.2884247080047175 hrs
# skip_header = 23
#
# Column Notes
# num: Data Index
# solved: 1 = Success, 0 = Fail, -1 = Undetermined (low star count or timed out)
# alt_error: Error in Altitude (from 45 deg)
# A4_index: Index used for ANITA4 data
# star_ct: Number of Stars in the field
# real_ra: Real RA of the center of the field in degrees
# real_dec: Real DEC of the center of the field in degrees
# ra: Result RA of the center of the field in degrees
# dec: Result DEC of the center of the field in degrees
# solve_time: Total time taken to solve (or fail) in seconds
#
# num     solved     alt_error     A4_index     star_ct     real_ra     real_dec     ra     dec     solve_time     snr     rotation
175     -1     -999     17725     1     54.11171447110984     -52.35026199908545     -999     -999     -999     1.0      0
176     -1     -999     27658     2     268.58894231658604     -47.78231327669181     -999     -999     -999     1.0      0
177     0     -999     20219     9     212.4280020645685     -44.83409301630594     -999     -999     650.6565380841494     1.0      0
178     -1     -999     26290     2     47.05066167553857     -42.769948041647396     -999     -999     -999     1.0      0
179     0     -999     32555     5     277.65473953685836     -41.94635031811951     -999     -999     851.9257579464465     1.0      0
180     1     -0.0004951388977758597     21295     15     117.78100855845231     -48.278522263307345     117.78032028983046     -48.278935386829914     92.4393970053643     1.0      0
181     0     -999     14577     6     84.46769798609023     -52.29001884886999     -999     -999     252.1696260664612     1.0      0
182     -1     -999     10207     1     355.4289484603923     -35.38833331802714     -999     -999     -999     1.0      0
183     1     -0.0004484673742837231     26322     8     114.17714775593731     -41.13690078882885     114.17764925031099     -41.13735328724831     152.39820489659905     1.0      0
184     0     -999     10886     5     232.63566544481876     -45.64082954602246     -999     -999     0.019592931494116783     1.0      0
185     0     -999     36038     8     107.23661846773118     -43.67664697213347     -999     -999     689.9872850626707     1.0      0
186     -1     -999     35678     2     47.3673807280608     -44.24295599428727     -999     -999     -999     1.0      0
187     1     -0.0011688149186426244     18289     6     150.5219166869497     -47.86273492211765     150.52187085152224     -47.8639227519439     12.922595022246242     1.0      0
188     0     -999     27678     7     100.13766247511542     -42.519219213930114     -999     -999     0.02205604687333107     1.0      0
189     1     -0.000516059375982536     12894     11     121.22577127451028     -51.02122898851818     121.2250359503486     -51.02183139054755     93.84669899009168     1.0      0
190     0     -999     19882     4     82.0882552624888     -38.00936132025096     -999     -999     105.11259408667684     1.0      0
191     -1     -999     10337     1     9.027448365318632     -35.65632899554897     -999     -999     -999     1.0      0
192     0     -999     1542     6     136.47494975010872     -37.043412636704545     -999     -999     126.40971201471984     1.0      0
193     1     -0.00030711100169611427     4037     9     139.09899926684588     -52.316359772809705     139.09809285144107     -52.31658546610919     185.1693019270897     1.0      0
194     -1     -999     11492     3     23.411384205800257     -47.89155970991794     -999     -999     -999     1.0      0
195     1     0.0006632723765065407     26853     6     24.271262293301767     -49.11207383975545     24.271583846315306     -49.1114158107188     95.48747097142041     1.0      0
196     -1     -999     35189     2     13.878140832162368     -48.58678325052912     -999     -999     -999     1.0      0
197     1     -0.0011591739186371797     12387     9     140.44295734485124     -35.912858151653786     140.44279747856643     -35.9140155086797     19.66273388825357     1.0      0
