# STEREO Data for run titled "RUN1"
#
# Total Number of Trials: 22460
# Solved Trials: 100, 0.9501187648456056% (of attempted solves), 0.4452359750667854% (total)
# Solver Fails: 10338, 98.22327790973871% (of attempted solves), 46.02849510240427% (total)
# Timeout Fails: 87, 0.8266033254156769% (of attempted solves), 0.3873552983081033% (total)
# Low Star Counts (<4): 11935, 53.138913624220834%
# Total Data Collection Time: 45.19901839165389 hrs
# skip_header = 23
#
# Column Notes
# num: Data Index
# solved: 1 = Success, 0 = Fail, -1 = Undetermined (low star count or timed out)
# alt_error: Error in Altitude (from 45 deg)
# A4_index: Index used for ANITA4 data
# star_ct: Number of Stars in the field
# real_ra: Real RA of the center of the field in degrees
# real_dec: Real DEC of the center of the field in degrees
# ra: Result RA of the center of the field in degrees
# dec: Result DEC of the center of the field in degrees
# solve_time: Total time taken to solve (or fail) in seconds
#
# num     solved     alt_error     A4_index     star_ct     real_ra     real_dec     ra     dec     solve_time
1     0     -999     16031     6     242.7677625805376     -37.35607090337805     -999     -999     4.1873110040000086
2     0     -999     4132     4     289.4293041620885     -46.54919256906895     -999     -999     3.77915387500002
3     0     -999     27868     4     21.84893458135482     -45.16022757892934     -999     -999     4.566711075000001
4     0     -999     24453     5     137.42481251964335     -47.418706409012756     -999     -999     5.3433634710000035
5     0     -999     18750     4     105.52653208240963     -39.422048316227674     -999     -999     4.742911723999981
6     -1     -999     17428     2     168.23741890819693     -37.493110488417294     -999     -999     -999
7     -1     -999     31615     1     289.22710065924855     -48.55792794490976     -999     -999     -999
8     -1     -999     31579     2     145.8114758604733     -43.30404087424402     -999     -999     -999
9     -1     -999     19598     1     304.23932960334224     -39.61724863530521     -999     -999     -999
10     -1     -999     14514     3     149.88009724510434     -48.6831161242952     -999     -999     -999
11     0     -999     5285     4     301.57518122551363     -35.742878019759054     -999     -999     4.435048100000017
12     0     -999     19042     5     275.86038488536946     -40.988706742307286     -999     -999     4.701975986999997
13     -1     -999     15713     3     206.32291074020196     -38.406314886149225     -999     -999     -999
14     -1     -999     8844     1     337.39870053667016     -37.58112022268465     -999     -999     -999
15     0     -999     11001     5     321.882609661832     -54.13628539325801     -999     -999     4.445794228000011
16     0     -999     9681     4     233.38547259156155     -34.60837784840535     -999     -999     4.542000831999985
17     -1     -999     6506     2     314.0906960935541     -53.15158989020212     -999     -999     -999
18     -1     -999     16652     2     298.23471386150266     -45.89680966786789     -999     -999     -999
19     -1     -999     21954     1     332.6903247303053     -52.636677448172925     -999     -999     -999
20     0     -999     35529     4     50.059784650324474     -45.989855745930626     -999     -999     3.7989316750000057
21     0     -999     29467     5     288.2541307941675     -41.26041661476837     -999     -999     4.9947062900000105
22     -1     -999     15161     3     320.9707635867236     -45.08983523298145     -999     -999     -999
23     0     -999     28339     9     228.81054148062017     -41.190015953338076     -999     -999     44.605323476000024
24     0     -999     8272     5     27.396209397470738     -55.359560089656405     -999     -999     3.7827531589999808
25     -1     -999     12640     1     203.71495322846852     -35.94799015594318     -999     -999     -999
26     -1     -999     14788     1     353.8927724319233     -38.078337582224314     -999     -999     -999
27     0     -999     33328     4     145.00921546447978     -41.299428681634396     -999     -999     3.7841773179999905
28     0     -999     10648     6     132.25836223137458     -38.65390435338983     -999     -999     6.430118155000002
29     0     -999     4884     11     118.91461711889565     -42.56491818852922     -999     -999     85.76065605299999
30     -1     -999     34492     3     216.22294872859783     -48.89335497197334     -999     -999     -999
31     0     -999     14079     7     259.0857702172938     -45.831804012970316     -999     -999     10.516863123000007
32     -1     -999     11924     3     238.15707931365267     -52.1945311647031     -999     -999     -999
33     -1     -999     17406     3     91.84848811470727     -48.064188235578904     -999     -999     -999
34     0     -999     10644     4     7.596116998264502     -44.01407891952308     -999     -999     3.773383626999987
35     -1     -999     27328     3     337.60281136803707     -40.891125438194734     -999     -999     -999
36     -1     -999     26865     1     303.31306245708237     -44.54353004253163     -999     -999     -999
37     0     -999     25537     5     210.91170422948392     -42.71119293308084     -999     -999     4.727514275000033
38     0     -999     7987     5     171.96319496297133     -32.15409939499425     -999     -999     4.950047735999988
39     -1     -999     35969     1     95.19756077404047     -43.76759744379288     -999     -999     -999
40     0     -999     35772     4     8.768590903669368     -42.74421616871294     -999     -999     3.7714232640000205
41     0     -999     20209     4     352.4939125443132     -51.71531445490359     -999     -999     3.7753117220000263
42     0     -999     31247     6     92.10917471316101     -45.20937090733157     -999     -999     5.341474944999959
43     0     -999     19531     5     309.27295720775624     -37.93577613375709     -999     -999     4.76639519500003
44     -1     -999     19865     2     46.347776856697415     -36.7451273577303     -999     -999     -999
45     0     -999     14526     5     129.98051076360554     -50.8246734445212     -999     -999     3.917747105999979
46     -1     -999     8124     3     343.15671453793044     -54.006772319980506     -999     -999     -999
47     -1     -999     7206     0     295.52859312656904     -42.13425479886295     -999     -999     -999
48     0     -999     24315     4     301.35781862233506     -41.54051098847382     -999     -999     3.771697911999979
49     -1     -999     7339     0     356.1477320018863     -36.7815309351583     -999     -999     -999
50     0     -999     17498     6     207.39460278068904     -36.05181018939892     -999     -999     5.75720886199997
51     0     -999     25773     5     287.3580635343826     -41.30989571403267     -999     -999     3.8758901740000056
52     -1     -999     31869     3     93.37018881244313     -42.9608171458856     -999     -999     -999
53     -1     -999     35990     2     69.36611990333174     -43.00163268710967     -999     -999     -999
54     -1     -999     3712     2     344.7326093343204     -40.97887026406124     -999     -999     -999
55     0     -999     25495     6     270.41221042502684     -40.249797788366784     -999     -999     9.696441324999967
56     -1     -999     20850     2     182.76426303217605     -46.369007517459146     -999     -999     -999
57     -1     -999     2564     1     8.163831156677372     -37.76719485308313     -999     -999     -999
58     -1     -999     32338     2     324.6158081042623     -44.51917000819514     -999     -999     -999
59     -1     -999     26690     1     79.95228484776723     -46.28488048122589     -999     -999     -999
60     -1     -999     14296     0     47.95208362746699     -52.560951814589814     -999     -999     -999
61     -1     -999     13915     2     67.48199699791627     -42.148476393814825     -999     -999     -999
62     0     -999     13125     5     220.0278154893865     -45.04266194842399     -999     -999     4.065789995999978
63     0     -999     20226     6     131.80973931866316     -35.811246049879855     -999     -999     5.396852804000048
64     -1     -999     8832     0     165.3105770111852     -55.114000248968274     -999     -999     -999
65     0     -999     15639     5     67.21932500504242     -45.310287351937106     -999     -999     4.088396939000006
